"TypeNamespacePrefix","TypeName","QualifiedType","PropertyNamespacePrefix","PropertyName","QualifiedProperty","MinOccurs","MaxOccurs","Definition"
"cbrn","ShieldingType","cbrn:ShieldingType","cbrn","Layer","cbrn:Layer","0","unbounded",""
"cbrn","ShieldingType","cbrn:ShieldingType","cbrn","LayerQuantity","cbrn:LayerQuantity","0","unbounded",""
"cbrn","ShieldingType","cbrn:ShieldingType","cbrn","MeasuredItemID","cbrn:MeasuredItemID","0","unbounded",""
"cbrn","ShieldingType","cbrn:ShieldingType","cbrn","ShieldingAugmentationPoint","cbrn:ShieldingAugmentationPoint","0","unbounded",""
"cbrn","SourcePositionType","cbrn:SourcePositionType","cbrn","SourcePositionChoiceAbstract","cbrn:SourcePositionChoiceAbstract","0","unbounded",""
"cbrn","SourcePositionType","cbrn:SourcePositionType","cbrn","SourcePositionAugmentationPoint","cbrn:SourcePositionAugmentationPoint","0","unbounded",""
"cbrn","SpectrumPeakAnalysisResultsType","cbrn:SpectrumPeakAnalysisResultsType","cbrn","SpectrumPeak","cbrn:SpectrumPeak","0","unbounded",""
"cbrn","SpectrumPeakAnalysisResultsType","cbrn:SpectrumPeakAnalysisResultsType","cbrn","SpectrumPeakAnalysisResultsAugmentationPoint","cbrn:SpectrumPeakAnalysisResultsAugmentationPoint","0","unbounded",""
"cbrn","SpectrumPeakEnergyKeVType","cbrn:SpectrumPeakEnergyKeVType","cbrn","unitsText","cbrn:unitsText","1","1",""
"cbrn","SpectrumPeakType","cbrn:SpectrumPeakType","cbrn","SpectrumPeakEnergyValue","cbrn:SpectrumPeakEnergyValue","1","1",""
"cbrn","SpectrumPeakType","cbrn:SpectrumPeakType","cbrn","SpectrumPeakExpectedEnergyValue","cbrn:SpectrumPeakExpectedEnergyValue","0","1",""
"cbrn","SpectrumPeakType","cbrn:SpectrumPeakType","cbrn","SpectrumPeakFWHMValue","cbrn:SpectrumPeakFWHMValue","0","1",""
"cbrn","SpectrumPeakType","cbrn:SpectrumPeakType","cbrn","SpectrumPeakNetAreaValue","cbrn:SpectrumPeakNetAreaValue","0","1",""
"cbrn","SpectrumPeakType","cbrn:SpectrumPeakType","cbrn","SpectrumPeakNetAreaUncertaintyValue","cbrn:SpectrumPeakNetAreaUncertaintyValue","0","1",""
"cbrn","SpectrumPeakType","cbrn:SpectrumPeakType","cbrn","SpectrumPeakAugmentationPoint","cbrn:SpectrumPeakAugmentationPoint","0","unbounded",""
"cbrn","SpectrumType","cbrn:SpectrumType","cbrn","LiveTimeDuration","cbrn:LiveTimeDuration","1","1",""
"cbrn","SpectrumType","cbrn:SpectrumType","cbrn","ChannelDataValueList","cbrn:ChannelDataValueList","1","1",""
"cbrn","SpectrumType","cbrn:SpectrumType","cbrn","EnergyCalibration","cbrn:EnergyCalibration","0","1",""
"cbrn","SpectrumType","cbrn:SpectrumType","cbrn","IntrinsicFullEnergyPeakEfficiencyCalibration","cbrn:IntrinsicFullEnergyPeakEfficiencyCalibration","0","1",""
"cbrn","SpectrumType","cbrn:SpectrumType","cbrn","FullEnergyPeakEfficiencyCalibration","cbrn:FullEnergyPeakEfficiencyCalibration","0","1",""
"cbrn","SpectrumType","cbrn:SpectrumType","cbrn","FWHMCalibration","cbrn:FWHMCalibration","0","1",""
"cbrn","SpectrumType","cbrn:SpectrumType","cbrn","IntrinsicSingleEscapePeakEfficiencyCalibration","cbrn:IntrinsicSingleEscapePeakEfficiencyCalibration","0","1",""
"cbrn","SpectrumType","cbrn:SpectrumType","cbrn","IntrinsicDoubleEscapePeakEfficiencyCalibration","cbrn:IntrinsicDoubleEscapePeakEfficiencyCalibration","0","1",""
"cbrn","SpectrumType","cbrn:SpectrumType","cbrn","RadDetectorInformation","cbrn:RadDetectorInformation","0","1",""
"cbrn","SpectrumType","cbrn:SpectrumType","cbrn","TotalEfficiencyCalibration","cbrn:TotalEfficiencyCalibration","0","1",""
"cbrn","SpectrumType","cbrn:SpectrumType","cbrn","RadRawSpectrum","cbrn:RadRawSpectrum","0","unbounded",""
"cbrn","SpectrumType","cbrn:SpectrumType","cbrn","SpectrumAugmentationPoint","cbrn:SpectrumAugmentationPoint","0","unbounded",""
"cbrn","SpeedType","cbrn:SpeedType","cbrn","unitsText","cbrn:unitsText","1","1",""
"cbrn","StateVectorType","cbrn:StateVectorType","cbrn","StateVectorLocationChoiceAbstract","cbrn:StateVectorLocationChoiceAbstract","0","unbounded",""
"cbrn","StateVectorType","cbrn:StateVectorType","nc","Orientation","nc:Orientation","0","1",""
"cbrn","StateVectorType","cbrn:StateVectorType","cbrn","SpeedValue","cbrn:SpeedValue","0","1",""
"cbrn","StateVectorType","cbrn:StateVectorType","cbrn","StateVectorAugmentationPoint","cbrn:StateVectorAugmentationPoint","0","unbounded",""
"cbrn","SystemEventType","cbrn:SystemEventType","cbrn","SystemEventDateTime","cbrn:SystemEventDateTime","1","1",""
"cbrn","SystemEventType","cbrn:SystemEventType","cbrn","SystemEventName","cbrn:SystemEventName","0","1",""
"cbrn","SystemEventType","cbrn:SystemEventType","nc","SystemOperatingModeAbstract","nc:SystemOperatingModeAbstract","1","1",""
"cbrn","SystemEventType","cbrn:SystemEventType","cbrn","SystemEventDescriptionText","cbrn:SystemEventDescriptionText","0","1",""
"cbrn","SystemEventType","cbrn:SystemEventType","nc","SystemUserNameAbstract","nc:SystemUserNameAbstract","0","1",""
"cbrn","SystemEventType","cbrn:SystemEventType","cbrn","systemSimulatedIndicator","cbrn:systemSimulatedIndicator","1","1",""
"cbrn","SystemEventType","cbrn:SystemEventType","cbrn","SystemEventAugmentationPoint","cbrn:SystemEventAugmentationPoint","0","unbounded",""
"cbrn","TotalDoseMetadataType","cbrn:TotalDoseMetadataType","cbrn","RadRawTotalDoseValue","cbrn:RadRawTotalDoseValue","0","unbounded",""
"cbrn","TotalDoseMetadataType","cbrn:TotalDoseMetadataType","cbrn","RadDetectorInformation","cbrn:RadDetectorInformation","0","1",""
"cbrn","TotalDoseuSvType","cbrn:TotalDoseuSvType","cbrn","unitsText","cbrn:unitsText","1","1",""
"cbrn","TotalExposureMetadataType","cbrn:TotalExposureMetadataType","cbrn","RadDetectorInformation","cbrn:RadDetectorInformation","0","1",""
"cbrn","TotalExposureMetadataType","cbrn:TotalExposureMetadataType","cbrn","RadRawTotalExposureValue","cbrn:RadRawTotalExposureValue","0","unbounded",""
"cbrn","TotalExposuremRType","cbrn:TotalExposuremRType","cbrn","unitsText","cbrn:unitsText","1","1",""
"cbrn","TraversalType","cbrn:TraversalType","nc","Conveyance","nc:Conveyance","0","unbounded",""
"cbrn","TraversalType","cbrn:TraversalType","cbrn","TraversalID","cbrn:TraversalID","0","unbounded",""
"cbrn","TraversalType","cbrn:TraversalType","cbrn","TraversalBeginDateTime","cbrn:TraversalBeginDateTime","0","unbounded",""
"cbrn","TraversalType","cbrn:TraversalType","cbrn","TraversalEndDateTime","cbrn:TraversalEndDateTime","0","unbounded",""
"cbrn","TraversalType","cbrn:TraversalType","cbrn","TraversalOperatingModeAbstract","cbrn:TraversalOperatingModeAbstract","0","unbounded",""
"cbrn","TraversalType","cbrn:TraversalType","cbrn","DetectionEventData","cbrn:DetectionEventData","0","unbounded",""
"cbrn","TraversalType","cbrn:TraversalType","cbrn","ConveyanceBoundForCode","cbrn:ConveyanceBoundForCode","0","unbounded",""
"cbrn","TraversalType","cbrn:TraversalType","cbrn","TraversalAugmentationPoint","cbrn:TraversalAugmentationPoint","0","unbounded",""
"cbrn","VideoImageFileType","cbrn:VideoImageFileType","cbrn","VideoImageDataRate","cbrn:VideoImageDataRate","0","unbounded",""
"cbrn","VideoImageFileType","cbrn:VideoImageFileType","cbrn","VideoImageFramesPerSecondValue","cbrn:VideoImageFramesPerSecondValue","0","unbounded",""
"cbrn","VideoImageFileType","cbrn:VideoImageFileType","cbrn","VideoImageFileAugmentationPoint","cbrn:VideoImageFileAugmentationPoint","0","unbounded",""
"cui","DecontrolScheduleType","cui:DecontrolScheduleType","cui","DecontrolDate","cui:DecontrolDate","0","1",""
"cui","DecontrolScheduleType","cui:DecontrolScheduleType","cui","DecontrolEvent","cui:DecontrolEvent","0","1",""
"cui","DecontrolScheduleType","cui:DecontrolScheduleType","cui","DecontrolContactInformation","cui:DecontrolContactInformation","0","unbounded",""
"cui","DecontrolScheduleType","cui:DecontrolScheduleType","cui","DecontrolScheduleAugmentationPoint","cui:DecontrolScheduleAugmentationPoint","0","unbounded",""
"cui","DocumentMarkingLDCType","cui:DocumentMarkingLDCType","cui","DocumentMarkingLDCCode","cui:DocumentMarkingLDCCode","1","1",""
"cui","DocumentMarkingLDCType","cui:DocumentMarkingLDCType","cui","LDCForeignDisclosureToAbstract","cui:LDCForeignDisclosureToAbstract","0","unbounded",""
"cui","DocumentMarkingLDCType","cui:DocumentMarkingLDCType","cui","LDC-DLONLYText","cui:LDC-DLONLYText","0","unbounded",""
"cui","DocumentMarkingLDCType","cui:DocumentMarkingLDCType","cui","DocumentMarkingLDCAugmentationPoint","cui:DocumentMarkingLDCAugmentationPoint","0","unbounded",""
"cui","DocumentMarkingMetadataType","cui:DocumentMarkingMetadataType","cui","SpecifiedCategoryMarkingCode","cui:SpecifiedCategoryMarkingCode","0","unbounded",""
"cui","DocumentMarkingMetadataType","cui:DocumentMarkingMetadataType","cui","BasicCategoryMarkingCode","cui:BasicCategoryMarkingCode","0","unbounded",""
"cui","DocumentMarkingMetadataType","cui:DocumentMarkingMetadataType","cui","DocumentMarkingLDC","cui:DocumentMarkingLDC","0","unbounded",""
"cui","DocumentMarkingMetadataType","cui:DocumentMarkingMetadataType","cui","DesignatingEntityText","cui:DesignatingEntityText","1","unbounded",""
"cui","DocumentMarkingMetadataType","cui:DocumentMarkingMetadataType","cui","DecontrolSchedule","cui:DecontrolSchedule","0","1",""
"cui","DocumentMarkingMetadataType","cui:DocumentMarkingMetadataType","cui","RequiredIndicatorsText","cui:RequiredIndicatorsText","0","unbounded",""
"cui","DocumentMarkingMetadataType","cui:DocumentMarkingMetadataType","cui","SupplementalAdministrativeMarkingAbstract","cui:SupplementalAdministrativeMarkingAbstract","0","unbounded",""
"cui","PortionMarkingLDCType","cui:PortionMarkingLDCType","cui","PortionMarkingLDCCode","cui:PortionMarkingLDCCode","1","1",""
"cui","PortionMarkingLDCType","cui:PortionMarkingLDCType","cui","LDCForeignDisclosureToAbstract","cui:LDCForeignDisclosureToAbstract","0","unbounded",""
"cui","PortionMarkingLDCType","cui:PortionMarkingLDCType","cui","LDC-DLONLYText","cui:LDC-DLONLYText","0","unbounded",""
"cui","PortionMarkingLDCType","cui:PortionMarkingLDCType","cui","PortionMarkingLDCAugmentationPoint","cui:PortionMarkingLDCAugmentationPoint","0","unbounded",""
"cui","PortionMarkingMetadataType","cui:PortionMarkingMetadataType","cui","SpecifiedCategoryMarkingCode","cui:SpecifiedCategoryMarkingCode","0","unbounded",""
"cui","PortionMarkingMetadataType","cui:PortionMarkingMetadataType","cui","BasicCategoryMarkingCode","cui:BasicCategoryMarkingCode","0","unbounded",""
"cui","PortionMarkingMetadataType","cui:PortionMarkingMetadataType","cui","PortionMarkingLDC","cui:PortionMarkingLDC","0","unbounded",""
"cyber","AdversaryCommunicationType","cyber:AdversaryCommunicationType","cyber","ExtortionCommunicationDetails","cyber:ExtortionCommunicationDetails","0","unbounded",""
"cyber","AdversaryCommunicationType","cyber:AdversaryCommunicationType","cyber","AdversaryCommunicationAugmentationPoint","cyber:AdversaryCommunicationAugmentationPoint","0","unbounded",""
"cyber","AttackPatternType","cyber:AttackPatternType","cyber","AttackPatternName","cyber:AttackPatternName","0","unbounded",""
"cyber","AttackPatternType","cyber:AttackPatternType","cyber","AttackPatternDescriptionText","cyber:AttackPatternDescriptionText","0","unbounded",""
"cyber","AttackPatternType","cyber:AttackPatternType","cyber","KillChainPhase","cyber:KillChainPhase","0","unbounded",""
"cyber","AttackPatternType","cyber:AttackPatternType","cyber","AttackPatternAliasText","cyber:AttackPatternAliasText","0","unbounded",""
"cyber","AttackPatternType","cyber:AttackPatternType","cyber","AttackPatternAugmentationPoint","cyber:AttackPatternAugmentationPoint","0","unbounded",""
"cyber","AttackVectorType","cyber:AttackVectorType","cyber","AttackVectorCategoryCode","cyber:AttackVectorCategoryCode","0","unbounded",""
"cyber","AttackVectorType","cyber:AttackVectorType","cyber","AttackVectorOtherDescriptionText","cyber:AttackVectorOtherDescriptionText","0","unbounded",""
"cyber","AttackVectorType","cyber:AttackVectorType","cyber","AttackVectorAugmentationPoint","cyber:AttackVectorAugmentationPoint","0","unbounded",""
"cyber","BackupCourseOfActionType","cyber:BackupCourseOfActionType","cyber","BackupAvailableCategoryCode","cyber:BackupAvailableCategoryCode","0","unbounded",""
"cyber","BackupCourseOfActionType","cyber:BackupCourseOfActionType","cyber","BackupAvailableCategoryCodeOtherDescriptionText","cyber:BackupAvailableCategoryCodeOtherDescriptionText","0","unbounded",""
"cyber","BackupCourseOfActionType","cyber:BackupCourseOfActionType","cyber","BackupAvailableCompleteIndicator","cyber:BackupAvailableCompleteIndicator","0","unbounded",""
"cyber","BackupCourseOfActionType","cyber:BackupCourseOfActionType","cyber","BackupAvailableIndicator","cyber:BackupAvailableIndicator","0","unbounded",""
"cyber","BackupCourseOfActionType","cyber:BackupCourseOfActionType","cyber","BackupFromDate","cyber:BackupFromDate","0","unbounded",""
"cyber","BackupCourseOfActionType","cyber:BackupCourseOfActionType","cyber","BackupCourseOfActionAugmentationPoint","cyber:BackupCourseOfActionAugmentationPoint","0","unbounded",""
"cyber","BreachEffectType","cyber:BreachEffectType","cyber","BreachAccessedQuantity","cyber:BreachAccessedQuantity","0","unbounded",""
"cyber","BreachEffectType","cyber:BreachEffectType","cyber","BreachAccessedQuantityCategoryCode","cyber:BreachAccessedQuantityCategoryCode","0","unbounded",""
"cyber","BreachEffectType","cyber:BreachEffectType","cyber","BreachAlteredQuantity","cyber:BreachAlteredQuantity","0","unbounded",""
"cyber","BreachEffectType","cyber:BreachEffectType","cyber","BreachAlteredQuantityCategoryCode","cyber:BreachAlteredQuantityCategoryCode","0","unbounded",""
"cyber","BreachEffectType","cyber:BreachEffectType","cyber","BreachEffectCode","cyber:BreachEffectCode","0","unbounded",""
"cyber","BreachEffectType","cyber:BreachEffectType","cyber","BreachExposedHealthInformationOver500Indicator","cyber:BreachExposedHealthInformationOver500Indicator","0","unbounded",""
"cyber","BreachEffectType","cyber:BreachEffectType","cyber","BreachEffectAugmentationPoint","cyber:BreachEffectAugmentationPoint","0","unbounded",""
"cyber","BreachExposedFileType","cyber:BreachExposedFileType","cyber","FileCategoryName","cyber:FileCategoryName","0","unbounded",""
"cyber","BreachExposedFileType","cyber:BreachExposedFileType","cyber","BreachExposedFileQuantity","cyber:BreachExposedFileQuantity","0","unbounded",""
"cyber","BreachExposedFileType","cyber:BreachExposedFileType","cyber","ClassifiedInformationExposure","cyber:ClassifiedInformationExposure","0","unbounded",""
"cyber","BreachExposedFileType","cyber:BreachExposedFileType","cyber","DataClassification","cyber:DataClassification","0","unbounded",""
"cyber","BreachExposedFileType","cyber:BreachExposedFileType","cyber","BreachExposedFileAugmentationPoint","cyber:BreachExposedFileAugmentationPoint","0","unbounded",""
"cyber","BreachNotificationMethodType","cyber:BreachNotificationMethodType","cyber","BreachNotificationQuantity","cyber:BreachNotificationQuantity","0","unbounded",""
"cyber","BreachNotificationMethodType","cyber:BreachNotificationMethodType","cyber","BreachNotificationMethodCode","cyber:BreachNotificationMethodCode","0","unbounded",""
"cyber","BreachNotificationMethodType","cyber:BreachNotificationMethodType","cyber","BreachNotificationOtherMethodName","cyber:BreachNotificationOtherMethodName","0","unbounded",""
"cyber","BreachNotificationMethodType","cyber:BreachNotificationMethodType","cyber","BreachNotificationMethodAugmentationPoint","cyber:BreachNotificationMethodAugmentationPoint","0","unbounded",""
"cyber","BreachNotificationMonitoringServiceType","cyber:BreachNotificationMonitoringServiceType","cyber","BreachNotificationMonitoringServiceIndicator","cyber:BreachNotificationMonitoringServiceIndicator","0","unbounded",""
"cyber","BreachNotificationMonitoringServiceType","cyber:BreachNotificationMonitoringServiceType","cyber","BreachNotificationMonitoringServiceEntity","cyber:BreachNotificationMonitoringServiceEntity","0","unbounded",""
"cyber","BreachNotificationMonitoringServiceType","cyber:BreachNotificationMonitoringServiceType","cyber","BreachNotificationMonitoringServiceDuration","cyber:BreachNotificationMonitoringServiceDuration","0","unbounded",""
"cyber","BreachNotificationMonitoringServiceType","cyber:BreachNotificationMonitoringServiceType","cyber","BreachNotificationMonitoringServiceAugmentationPoint","cyber:BreachNotificationMonitoringServiceAugmentationPoint","0","unbounded",""
"cyber","BreachNotificationType","cyber:BreachNotificationType","cyber","BreachIndividualsNotifiedIndicator","cyber:BreachIndividualsNotifiedIndicator","0","unbounded",""
"cyber","BreachNotificationType","cyber:BreachNotificationType","cyber","BreachNotificationMethod","cyber:BreachNotificationMethod","0","unbounded",""
"cyber","BreachNotificationType","cyber:BreachNotificationType","cyber","BreachNotificationContactEntity","cyber:BreachNotificationContactEntity","0","unbounded",""
"cyber","BreachNotificationType","cyber:BreachNotificationType","cyber","BreachNotificationMonitoringService","cyber:BreachNotificationMonitoringService","0","unbounded",""
"cyber","BreachNotificationType","cyber:BreachNotificationType","cyber","BreachNotificationExplanationText","cyber:BreachNotificationExplanationText","0","unbounded",""
"cyber","BreachNotificationType","cyber:BreachNotificationType","cyber","BreachNotificationRecommendationsText","cyber:BreachNotificationRecommendationsText","0","unbounded",""
"cyber","BreachNotificationType","cyber:BreachNotificationType","cyber","BreachNotificationSentDate","cyber:BreachNotificationSentDate","0","unbounded",""
"cyber","BreachNotificationType","cyber:BreachNotificationType","cyber","BreachNotificationAugmentationPoint","cyber:BreachNotificationAugmentationPoint","0","unbounded",""
"cyber","BreachObservedDataType","cyber:BreachObservedDataType","cyber","ObservationPublicInternetIndicator","cyber:ObservationPublicInternetIndicator","0","unbounded",""
"cyber","BreachObservedDataType","cyber:BreachObservedDataType","cyber","ObservedData","cyber:ObservedData","0","unbounded",""
"cyber","BreachObservedDataType","cyber:BreachObservedDataType","cyber","BreachObservedDataAugmentationPoint","cyber:BreachObservedDataAugmentationPoint","0","unbounded",""
"cyber","BreachRemediationServiceType","cyber:BreachRemediationServiceType","cyber","BreachRemediationServiceQuantity","cyber:BreachRemediationServiceQuantity","0","unbounded",""
"cyber","BreachRemediationServiceType","cyber:BreachRemediationServiceType","cyber","BreachRemediationServiceCategoryCode","cyber:BreachRemediationServiceCategoryCode","0","unbounded",""
"cyber","BreachRemediationServiceType","cyber:BreachRemediationServiceType","cyber","BreachRemediationServiceAugmentationPoint","cyber:BreachRemediationServiceAugmentationPoint","0","unbounded",""
"cyber","BreachType","cyber:BreachType","cyber","BreachRegulationCategoryCode","cyber:BreachRegulationCategoryCode","0","unbounded",""
"cyber","BreachType","cyber:BreachType","cyber","BreachClassificationCategoryCode","cyber:BreachClassificationCategoryCode","0","unbounded",""
"cyber","BreachType","cyber:BreachType","cyber","AccessedInformationCode","cyber:AccessedInformationCode","0","unbounded",""
"cyber","BreachType","cyber:BreachType","cyber","BreachEffect","cyber:BreachEffect","0","unbounded",""
"cyber","BreachType","cyber:BreachType","cyber","BreachNotification","cyber:BreachNotification","0","unbounded",""
"cyber","BreachType","cyber:BreachType","cyber","BreachRemediationService","cyber:BreachRemediationService","0","unbounded",""
"cyber","BreachType","cyber:BreachType","cyber","BreachExposedFile","cyber:BreachExposedFile","0","unbounded",""
"cyber","BreachType","cyber:BreachType","cyber","BreachObservedData","cyber:BreachObservedData","0","unbounded",""
"cyber","BreachType","cyber:BreachType","cyber","BreachAugmentationPoint","cyber:BreachAugmentationPoint","0","unbounded",""
"cyber","ClassifiedInformationExposureType","cyber:ClassifiedInformationExposureType","cyber","ClassifiedInformationOriginationSystemName","cyber:ClassifiedInformationOriginationSystemName","0","unbounded",""
"cyber","ClassifiedInformationExposureType","cyber:ClassifiedInformationExposureType","cyber","ClassifiedInformationExposureSystemName","cyber:ClassifiedInformationExposureSystemName","0","unbounded",""
"cyber","ClassifiedInformationExposureType","cyber:ClassifiedInformationExposureType","cyber","ClassifiedInformationExposureCauseDescriptionText","cyber:ClassifiedInformationExposureCauseDescriptionText","0","unbounded",""
"cyber","ClassifiedInformationExposureType","cyber:ClassifiedInformationExposureType","cyber","ClassifiedInformationExposureAugmentationPoint","cyber:ClassifiedInformationExposureAugmentationPoint","0","unbounded",""
"cyber","CommonVulnerabilityEnumerationType","cyber:CommonVulnerabilityEnumerationType","cyber","CommonVulnerabilityEnumerationID","cyber:CommonVulnerabilityEnumerationID","0","unbounded",""
"cyber","CommonVulnerabilityEnumerationType","cyber:CommonVulnerabilityEnumerationType","cyber","CommonVulnerabilityEnumerationDescriptionText","cyber:CommonVulnerabilityEnumerationDescriptionText","0","unbounded",""
"cyber","CommonVulnerabilityEnumerationType","cyber:CommonVulnerabilityEnumerationType","cyber","CommonVulnerabilityScoringSystemScoreNumeric","cyber:CommonVulnerabilityScoringSystemScoreNumeric","0","unbounded",""
"cyber","CommonVulnerabilityEnumerationType","cyber:CommonVulnerabilityEnumerationType","cyber","VulnerabilityRemoteCodeExecutableIndicator","cyber:VulnerabilityRemoteCodeExecutableIndicator","0","unbounded",""
"cyber","CommonVulnerabilityEnumerationType","cyber:CommonVulnerabilityEnumerationType","cyber","CommonVulnerabilityEnumerationAugmentationPoint","cyber:CommonVulnerabilityEnumerationAugmentationPoint","0","unbounded",""
"cyber","CompromisedCommunicationType","cyber:CompromisedCommunicationType","nc","StartDate","nc:StartDate","0","unbounded",""
"cyber","CompromisedCommunicationType","cyber:CompromisedCommunicationType","nc","EndDate","nc:EndDate","0","unbounded",""
"cyber","CompromisedCommunicationType","cyber:CompromisedCommunicationType","nc","ActivityDescriptionText","nc:ActivityDescriptionText","0","unbounded",""
"cyber","CompromisedCommunicationType","cyber:CompromisedCommunicationType","cyber","ObservedData","cyber:ObservedData","0","unbounded",""
"cyber","CompromisedCommunicationType","cyber:CompromisedCommunicationType","cyber","CompromisedCommunicationAugmentationPoint","cyber:CompromisedCommunicationAugmentationPoint","0","unbounded",""
"cyber","CompromisedDeviceType","cyber:CompromisedDeviceType","cyber","CompromisedDeviceInitialIndicator","cyber:CompromisedDeviceInitialIndicator","0","unbounded",""
"cyber","CompromisedDeviceType","cyber:CompromisedDeviceType","cyber","Hardware","cyber:Hardware","0","unbounded",""
"cyber","CompromisedDeviceType","cyber:CompromisedDeviceType","cyber","AttackVector","cyber:AttackVector","0","unbounded",""
"cyber","CompromisedDeviceType","cyber:CompromisedDeviceType","cyber","CompromisedDeviceConnectionIndicator","cyber:CompromisedDeviceConnectionIndicator","0","unbounded",""
"cyber","CompromisedDeviceType","cyber:CompromisedDeviceType","cyber","CompromisedByTTP","cyber:CompromisedByTTP","0","unbounded",""
"cyber","CompromisedDeviceType","cyber:CompromisedDeviceType","cyber","CompromisedByVulnerability","cyber:CompromisedByVulnerability","0","unbounded",""
"cyber","CompromisedDeviceType","cyber:CompromisedDeviceType","cyber","CompromisedOnNetwork","cyber:CompromisedOnNetwork","0","unbounded",""
"cyber","CompromisedDeviceType","cyber:CompromisedDeviceType","cyber","CompromisedDeviceAugmentationPoint","cyber:CompromisedDeviceAugmentationPoint","0","unbounded",""
"cyber","CongressionalReportType","cyber:CongressionalReportType","cyber","CyberIncidentReportedToCongressDateTime","cyber:CyberIncidentReportedToCongressDateTime","0","unbounded",""
"cyber","CongressionalReportType","cyber:CongressionalReportType","cyber","CyberIncidentReportedCongressionalCommitteeDescriptionText","cyber:CyberIncidentReportedCongressionalCommitteeDescriptionText","0","unbounded",""
"cyber","CongressionalReportType","cyber:CongressionalReportType","cyber","CongressionalReportAugmentationPoint","cyber:CongressionalReportAugmentationPoint","0","unbounded",""
"cyber","ContactInformationAugmentationType","cyber:ContactInformationAugmentationType","cyber","ClassifiedContactTelephoneNumber","cyber:ClassifiedContactTelephoneNumber","0","unbounded",""
"cyber","ContactInformationAugmentationType","cyber:ContactInformationAugmentationType","cyber","ClassifiedContactEmailID","cyber:ClassifiedContactEmailID","0","unbounded",""
"cyber","ContactInformationAugmentationType","cyber:ContactInformationAugmentationType","cyber","ContactInformationReportingConsentIndicator","cyber:ContactInformationReportingConsentIndicator","0","unbounded",""
"cyber","CourseOfActionType","cyber:CourseOfActionType","cyber","CourseOfActionDescriptionText","cyber:CourseOfActionDescriptionText","0","unbounded",""
"cyber","CourseOfActionType","cyber:CourseOfActionType","cyber","CourseOfActionName","cyber:CourseOfActionName","0","unbounded",""
"cyber","CourseOfActionType","cyber:CourseOfActionType","cyber","CourseOfActionSuccessIndicator","cyber:CourseOfActionSuccessIndicator","0","unbounded",""
"cyber","CourseOfActionType","cyber:CourseOfActionType","cyber","ExtortionCourseOfAction","cyber:ExtortionCourseOfAction","0","unbounded",""
"cyber","CourseOfActionType","cyber:CourseOfActionType","cyber","BackupCourseOfAction","cyber:BackupCourseOfAction","0","unbounded",""
"cyber","CourseOfActionType","cyber:CourseOfActionType","cyber","CourseOfActionAugmentationPoint","cyber:CourseOfActionAugmentationPoint","0","unbounded",""
"cyber","CyberAnalyticProgrammingStatementType","cyber:CyberAnalyticProgrammingStatementType","cyber","CyberAnalyticProgrammingStatementText","cyber:CyberAnalyticProgrammingStatementText","0","unbounded",""
"cyber","CyberAnalyticProgrammingStatementType","cyber:CyberAnalyticProgrammingStatementType","cyber","CyberAnalyticProgrammingStatementAugmentationPoint","cyber:CyberAnalyticProgrammingStatementAugmentationPoint","0","unbounded",""
"cyber","CyberAnalyticType","cyber:CyberAnalyticType","cyber","CyberAnalyticDescriptionText","cyber:CyberAnalyticDescriptionText","0","unbounded",""
"cyber","CyberAnalyticType","cyber:CyberAnalyticType","cyber","AttackPattern","cyber:AttackPattern","0","unbounded",""
"cyber","CyberAnalyticType","cyber:CyberAnalyticType","cyber","CyberAnalyticProgrammingStatement","cyber:CyberAnalyticProgrammingStatement","0","unbounded",""
"cyber","CyberAnalyticType","cyber:CyberAnalyticType","cyber","Platform","cyber:Platform","0","unbounded",""
"cyber","CyberAnalyticType","cyber:CyberAnalyticType","cyber","CyberAnalyticAugmentationPoint","cyber:CyberAnalyticAugmentationPoint","0","unbounded",""
"cyber","CyberIncidentType","cyber:CyberIncidentType","cyber","DomainName","cyber:DomainName","0","unbounded",""
"cyber","CyberIncidentType","cyber:CyberIncidentType","cyber","IncidentConsequence","cyber:IncidentConsequence","0","unbounded",""
"cyber","CyberIncidentType","cyber:CyberIncidentType","cyber","HighValueAssetIndicator","cyber:HighValueAssetIndicator","0","unbounded",""
"cyber","CyberIncidentType","cyber:CyberIncidentType","cyber","IncidentDiscoveryDate","cyber:IncidentDiscoveryDate","0","unbounded",""
"cyber","CyberIncidentType","cyber:CyberIncidentType","cyber","IncidentDowngradedReasonText","cyber:IncidentDowngradedReasonText","0","unbounded",""
"cyber","CyberIncidentType","cyber:CyberIncidentType","cyber","IncidentFunctionalImpactDescriptionText","cyber:IncidentFunctionalImpactDescriptionText","0","unbounded",""
"cyber","CyberIncidentType","cyber:CyberIncidentType","cyber","IncidentOpenedDate","cyber:IncidentOpenedDate","0","unbounded",""
"cyber","CyberIncidentType","cyber:CyberIncidentType","cyber","IncidentQualifyingActivityDescriptionText","cyber:IncidentQualifyingActivityDescriptionText","0","unbounded",""
"cyber","CyberIncidentType","cyber:CyberIncidentType","cyber","IncidentUpdateReasonText","cyber:IncidentUpdateReasonText","0","unbounded",""
"cyber","CyberIncidentType","cyber:CyberIncidentType","cyber","Responder","cyber:Responder","0","unbounded",""
"cyber","CyberIncidentType","cyber:CyberIncidentType","cyber","SecurityEventIndicator","cyber:SecurityEventIndicator","0","unbounded",""
