"TypeNamespacePrefix","TypeName","QualifiedType","ContentStyle","SimpleStyle","IsMetadata","IsAdapter","IsAugmentation","Keywords","ExampleContent","UsageInfo","Definition","SimpleTypeNamespacePrefix","SimpleTypeName","SimpleQualifiedType","ParentTypeNamespacePrefix","ParentTypeName","ParentQualifiedType"
"biom","MinutiaeRidgeEdgeOrDiscontinuityCategoryCodeSimpleType","biom:MinutiaeRidgeEdgeOrDiscontinuityCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a kind of ridge edge or discontinuity","xs","token","xs:token","","",""
"biom","MinutiaeRidgeEdgeOrDiscontinuityCategoryCodeType","biom:MinutiaeRidgeEdgeOrDiscontinuityCategoryCodeType","CSC","",0,0,0,"","","","A data type for a kind of ridge edge or discontinuity","biom","MinutiaeRidgeEdgeOrDiscontinuityCategoryCodeSimpleType","biom:MinutiaeRidgeEdgeOrDiscontinuityCategoryCodeSimpleType","","",""
"biom","MinutiaeRidgeEdgeOrDiscontinuityType","biom:MinutiaeRidgeEdgeOrDiscontinuityType","CCC","",0,0,0,"","","","A data type for a ridge edge or discontinuity","","","","","",""
"biom","MinutiaeRidgeFlowMapFormatCodeSimpleType","biom:MinutiaeRidgeFlowMapFormatCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a format of ridge flow values in the ridge flow map","xs","token","xs:token","","",""
"biom","MinutiaeRidgeFlowMapFormatCodeType","biom:MinutiaeRidgeFlowMapFormatCodeType","CSC","",0,0,0,"","","","A data type for a format of ridge flow values in the ridge flow map","biom","MinutiaeRidgeFlowMapFormatCodeSimpleType","biom:MinutiaeRidgeFlowMapFormatCodeSimpleType","","",""
"biom","MinutiaeRidgeFlowMapType","biom:MinutiaeRidgeFlowMapType","CCC","",0,0,0,"","","","A data type for a map of ridge flow values assigned to cells at a matrix of points overlaying an image containing minutiae","","","","","",""
"biom","MinutiaeRidgeQualityMapFormatCodeSimpleType","biom:MinutiaeRidgeQualityMapFormatCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a format of ridge quality values in the ridge quality map","xs","token","xs:token","","",""
"biom","MinutiaeRidgeQualityMapFormatCodeType","biom:MinutiaeRidgeQualityMapFormatCodeType","CSC","",0,0,0,"","","","A data type for a format of ridge quality values in the ridge quality map","biom","MinutiaeRidgeQualityMapFormatCodeSimpleType","biom:MinutiaeRidgeQualityMapFormatCodeSimpleType","","",""
"biom","MinutiaeRidgeQualityMapType","biom:MinutiaeRidgeQualityMapType","CCC","",0,0,0,"","","","A data type for a map of ridge quality values assigned to cells in a grid overlaying an image containing minutiae","","","","","",""
"biom","MinutiaeRidgeWavelengthMapFormatCodeSimpleType","biom:MinutiaeRidgeWavelengthMapFormatCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a format of ridge wavelength values in the ridge wavelength map","xs","token","xs:token","","",""
"biom","MinutiaeRidgeWavelengthMapFormatCodeType","biom:MinutiaeRidgeWavelengthMapFormatCodeType","CSC","",0,0,0,"","","","A data type for a format of ridge wavelength values in the ridge wavelength map","biom","MinutiaeRidgeWavelengthMapFormatCodeSimpleType","biom:MinutiaeRidgeWavelengthMapFormatCodeSimpleType","","",""
"biom","MinutiaeRidgeWavelengthMapType","biom:MinutiaeRidgeWavelengthMapType","CCC","",0,0,0,"","","","A data type for a ridge wavelength value assigned to cells at a matrix of points overlaying an image containing minutiae","","","","","",""
"biom","MinutiaeType","biom:MinutiaeType","CCC","",0,0,0,"","","","A data type for a set of minutiae definitions","","","","","",""
"biom","MinutiaeValueAssessmentResultCodeSimpleType","biom:MinutiaeValueAssessmentResultCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a result of an examiner's assessment of the value of the friction ridge impression","xs","token","xs:token","","",""
"biom","MinutiaeValueAssessmentResultCodeType","biom:MinutiaeValueAssessmentResultCodeType","CSC","",0,0,0,"","","","A data type for a result of an examiner's assessment of the value of the friction ridge impression","biom","MinutiaeValueAssessmentResultCodeSimpleType","biom:MinutiaeValueAssessmentResultCodeSimpleType","","",""
"biom","MinutiaeValueAssessmentType","biom:MinutiaeValueAssessmentType","CCC","",0,0,0,"","","","A data type for an examiner's assessment of the value of the friction ridge impression","","","","","",""
"biom","MinutiaRidgeCountType","biom:MinutiaRidgeCountType","CCC","",0,0,0,"","","","A data type for a minutia ridge count","","","","","",""
"biom","MinutiaType","biom:MinutiaType","CCC","",0,0,0,"","","","A data type definition for a single minutia.","","","","","",""
"biom","MobileFingerPositionCodeSimpleType","biom:MobileFingerPositionCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a multi-finger capture position","xs","token","xs:token","","",""
"biom","MobileFingerPositionCodeType","biom:MobileFingerPositionCodeType","CSC","",0,0,0,"","","","A data type for a multi-finger capture position","biom","MobileFingerPositionCodeSimpleType","biom:MobileFingerPositionCodeSimpleType","","",""
"biom","MorphologyPositionalNumberingCodeSimpleType","biom:MorphologyPositionalNumberingCodeSimpleType","S","atomic",0,0,0,"","","","A data type to indicate whether the assignment of tooth numbers was done on a morphological basis or positional basis.","xs","token","xs:token","","",""
"biom","MorphologyPositionalNumberingCodeType","biom:MorphologyPositionalNumberingCodeType","CSC","",0,0,0,"","","","A data type to indicate whether the assignment of tooth numbers was done on a morphological basis or positional basis.","biom","MorphologyPositionalNumberingCodeSimpleType","biom:MorphologyPositionalNumberingCodeSimpleType","","",""
"biom","MouthDataADAReferenceCodeListType","biom:MouthDataADAReferenceCodeListType","CCC","",0,0,0,"","","","A data type for a list of mouth data ADA reference valid codes from ANSI/ADA Standard No. 1058, Section 10","","","","","",""
"biom","MouthDataInformationType","biom:MouthDataInformationType","CCC","",0,0,0,"","","","A data type for a description of the medical (dental) observations of the mouth.","","","","","",""
"biom","NISTQualityMeasureSimpleType","biom:NISTQualityMeasureSimpleType","S","union",0,0,0,"","","","A data type to measure the quality of a friction ridge capture, using the NIST scale","","","","","",""
"biom","NISTQualityMeasureType","biom:NISTQualityMeasureType","CSC","",0,0,0,"","","","A data type for the measure of the quality of a friction ridge capture, using the NIST scale","biom","NISTQualityMeasureSimpleType","biom:NISTQualityMeasureSimpleType","","",""
"biom","NonPhotographicImageCategoryCodeSimpleType","biom:NonPhotographicImageCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a Non-photographic Image Type Code","xs","token","xs:token","","",""
"biom","NonPhotographicImageCategoryCodeType","biom:NonPhotographicImageCategoryCodeType","CSC","",0,0,0,"","","","A data type for a Non-photographic Image Type Code","biom","NonPhotographicImageCategoryCodeSimpleType","biom:NonPhotographicImageCategoryCodeSimpleType","","",""
"biom","NonPhotographicImageryDetailType","biom:NonPhotographicImageryDetailType","CCC","",0,0,0,"","","","A data type for a non-photographic imagery details. This contains imagery information that is not standard 2D photography captured with a camera using visible light.","","","","","",""
"biom","OctantNumericSimpleType","biom:OctantNumericSimpleType","S","atomic",0,0,0,"","","","A data type for a number identifying an octant","xs","nonNegativeInteger","xs:nonNegativeInteger","","",""
"biom","OctantNumericType","biom:OctantNumericType","CSC","",0,0,0,"","","","A data type for a number identifying an octant","biom","OctantNumericSimpleType","biom:OctantNumericSimpleType","","",""
"biom","OpenPathSegmentType","biom:OpenPathSegmentType","CCC","",0,0,0,"","","","A data type for a series of connected points in which there is not an implicit connection between the last and first vertices.","","","","","",""
"biom","OrganizationIdentificationListType","biom:OrganizationIdentificationListType","CCC","",0,0,0,"","","","A data type for a list of organization identifiers","","","","","",""
"biom","OtherMinutiaeType","biom:OtherMinutiaeType","CCC","",0,0,0,"","","","A data type for a set of minutiae definitions to be used for a feature set owner or developer other than the ones specifically defined in this standard","","","","","",""
"biom","PalmPositionCodeSimpleType","biom:PalmPositionCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a palm position","xs","integer","xs:integer","","",""
"biom","PalmPositionCodeType","biom:PalmPositionCodeType","CSC","",0,0,0,"","","","A data type for a palm position","biom","PalmPositionCodeSimpleType","biom:PalmPositionCodeSimpleType","","",""
"biom","PalmPrintImageAcquisitionProfileCodeSimpleType","biom:PalmPrintImageAcquisitionProfileCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a set of criteria under which the Palm print image was captured or Subject acquisition profile(SAP)","xs","integer","xs:integer","","",""
"biom","PalmPrintImageAcquisitionProfileCodeType","biom:PalmPrintImageAcquisitionProfileCodeType","CSC","",0,0,0,"","","","A data type for a set of criteria under which the Palm print image was captured","biom","PalmPrintImageAcquisitionProfileCodeSimpleType","biom:PalmPrintImageAcquisitionProfileCodeSimpleType","","",""
"biom","PalmPrintImageDetailType","biom:PalmPrintImageDetailType","CCC","",0,0,0,"","","","A data type for the details about an image of a palm print","","","","biom","ImageType","biom:ImageType"
"biom","PalmPrintImageMissingAreaType","biom:PalmPrintImageMissingAreaType","CCC","",0,0,0,"","","","A data type for a missing area of a palm print image","","","","","",""
"biom","PalmPrintImageQualityType","biom:PalmPrintImageQualityType","CCC","",0,0,0,"","","","A data type for a quality measure of a palm print","","","","","",""
"biom","PatternedInjuryDetailType","biom:PatternedInjuryDetailType","CCC","",0,0,0,"","","","A data type definition that allows the entry of information concerning suspected patterned injuries.","","","","","",""
"biom","PatternedInjuryReferenceCodeListType","biom:PatternedInjuryReferenceCodeListType","CCC","",0,0,0,"","","","A data type for a list of patterned injury reference valid codes agreed upon by exchanging parties, such as ANSI/ADA Standard No. 1077","","","","","",""
"biom","PersonBiometricAssociationType","biom:PersonBiometricAssociationType","CCC","",0,0,0,"","","","A data type for an association that distinguishes physical characteristics captured at the time of person encounter.","","","","nc","AssociationType","nc:AssociationType"
"biom","PersonImageCategoryCodeSimpleType","biom:PersonImageCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a kind of image of a person","xs","token","xs:token","","",""
"biom","PersonImageCategoryCodeType","biom:PersonImageCategoryCodeType","CSC","",0,0,0,"","","","A data type for a kind of image of a person","biom","PersonImageCategoryCodeSimpleType","biom:PersonImageCategoryCodeSimpleType","","",""
"biom","PhotoDescriptorCodeSimpleType","biom:PhotoDescriptorCodeSimpleType","S","atomic",0,0,0,"","","","A data type for an attribute of a captured facial image","xs","token","xs:token","","",""
"biom","PhotoDescriptorCodeType","biom:PhotoDescriptorCodeType","CSC","",0,0,0,"","","","A data type for an attribute of a captured facial image","biom","PhotoDescriptorCodeSimpleType","biom:PhotoDescriptorCodeSimpleType","","",""
"biom","PhysicalFeatureAugmentationType","biom:PhysicalFeatureAugmentationType","CCC","",0,0,1,"","","","A data type for additional information about a set of physical markings of a person.","","","","","",""
"biom","PhysicalFeatureCategoryCodeSimpleType","biom:PhysicalFeatureCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a kind of physical feature. This code is used for defining a SMT category.","xs","token","xs:token","","",""
"biom","PhysicalFeatureCategoryCodeType","biom:PhysicalFeatureCategoryCodeType","CSC","",0,0,0,"","","","A data type for a kind of physical feature","biom","PhysicalFeatureCategoryCodeSimpleType","biom:PhysicalFeatureCategoryCodeSimpleType","","",""
"biom","PhysicalFeatureClassCodeSimpleType","biom:PhysicalFeatureClassCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a class of a physical feature","xs","token","xs:token","","",""
"biom","PhysicalFeatureClassCodeType","biom:PhysicalFeatureClassCodeType","CSC","",0,0,0,"","","","A data type for a class of a physical feature","biom","PhysicalFeatureClassCodeSimpleType","biom:PhysicalFeatureClassCodeSimpleType","","",""
"biom","PhysicalFeatureColorCodeSimpleType","biom:PhysicalFeatureColorCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a color of a physical feature. This code is used to indicate the color of a SMT","xs","token","xs:token","","",""
"biom","PhysicalFeatureColorCodeType","biom:PhysicalFeatureColorCodeType","CSC","",0,0,0,"","","","A data type for a color of a physical feature","biom","PhysicalFeatureColorCodeSimpleType","biom:PhysicalFeatureColorCodeSimpleType","","",""
"biom","PhysicalFeatureColorDetailType","biom:PhysicalFeatureColorDetailType","CCC","",0,0,0,"","","","A data type for a description of the colors of a physical feature","","","","","",""
"biom","PhysicalFeatureDescriptionType","biom:PhysicalFeatureDescriptionType","CCC","",0,0,0,"","","","A data type for a description of a physical feature","","","","","",""
"biom","PhysicalFeatureImageType","biom:PhysicalFeatureImageType","CCC","",0,0,0,"","","","A data type for an image of a physical feature","","","","biom","ImageType","biom:ImageType"
"biom","PhysicalFeatureSizeType","biom:PhysicalFeatureSizeType","CCC","",0,0,0,"","","","A data type for a size of a physical feature","","","","","",""
"biom","PhysicalFeatureSubClassCodeSimpleType","biom:PhysicalFeatureSubClassCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a sub-class of a physical feature. This is a sub-class of a tattoo.","xs","token","xs:token","","",""
"biom","PhysicalFeatureSubClassCodeType","biom:PhysicalFeatureSubClassCodeType","CSC","",0,0,0,"","","","A data type for a human tattoo subclass of an SMT, MISC if not tattoo","biom","PhysicalFeatureSubClassCodeSimpleType","biom:PhysicalFeatureSubClassCodeSimpleType","","",""
"biom","PhysicalMediaObjectType","biom:PhysicalMediaObjectType","CCC","",0,0,0,"","","","A data type for a description of the characteristics of physical media containing a recording.","","","","","",""
"biom","PlantarImageAcquisitionProfileCodeSimpleType","biom:PlantarImageAcquisitionProfileCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a set of criteria under which the Plantar image was captured","xs","integer","xs:integer","","",""
"biom","PlantarImageAcquisitionProfileCodeType","biom:PlantarImageAcquisitionProfileCodeType","CSC","",0,0,0,"","","","A data type for a set of criteria under which the Plantar image was captured","biom","PlantarImageAcquisitionProfileCodeSimpleType","biom:PlantarImageAcquisitionProfileCodeSimpleType","","",""
"biom","PlantarImageDetailType","biom:PlantarImageDetailType","CCC","",0,0,0,"","","","A data type for a set of details about an image of a plantar (footprint)","","","","biom","ImageType","biom:ImageType"
"biom","PlantarImageMissingAreaType","biom:PlantarImageMissingAreaType","CCC","",0,0,0,"","","","A data type for a missing area of a plantar image","","","","","",""
"biom","PlantarImageQualityType","biom:PlantarImageQualityType","CCC","",0,0,0,"","","","A data type for a quality measure of a plantar image","","","","","",""
"biom","PlantarImageSegmentToePositionPolygonType","biom:PlantarImageSegmentToePositionPolygonType","CCC","",0,0,0,"","","","A data type for a polygon segment outlining areas containing toes within a particular plantar image","","","","","",""
"biom","PlantarPositionCodeSimpleType","biom:PlantarPositionCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a foot position","xs","integer","xs:integer","","",""
"biom","PlantarPositionCodeType","biom:PlantarPositionCodeType","CSC","",0,0,0,"","","","A data type for a foot position","biom","PlantarPositionCodeSimpleType","biom:PlantarPositionCodeSimpleType","","",""
"biom","PoseAngleType","biom:PoseAngleType","CCC","",0,0,0,"","","","A data type for a set of angular offsets of a subject from a full face or a profile, for a determined 3D pose","","","","","",""
"biom","ProcessAnnotationType","biom:ProcessAnnotationType","CCC","",0,0,0,"","","","A data type for a set of elements describing, or logging, a biometric processing algorithm or workstation","","","","","",""
"biom","ProcessingIndicatorCodeSimpleType","biom:ProcessingIndicatorCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a Redaction/Discontinuity Indicator Code.","xs","integer","xs:integer","","",""
"biom","ProcessingIndicatorCodeType","biom:ProcessingIndicatorCodeType","CSC","",0,0,0,"","","","A data type for a Redaction/Discontinuity Indicator Code.","biom","ProcessingIndicatorCodeSimpleType","biom:ProcessingIndicatorCodeSimpleType","","",""
"biom","QualityScoreFailureCodeSimpleType","biom:QualityScoreFailureCodeSimpleType","S","atomic",0,0,0,"","","","A data type for the Quality Score Failure","xs","string","xs:string","","",""
"biom","QualityScoreSimpleType","biom:QualityScoreSimpleType","S","union",0,0,0,"","","","A data type to define values for allowed quality scores","","","","","",""
"biom","QualityScoreType","biom:QualityScoreType","CSC","",0,0,0,"","","","A data type to define values for allowed quality scores","biom","QualityScoreSimpleType","biom:QualityScoreSimpleType","","",""
"biom","RecordingAssignedVoiceCategoryCodeSimpleType","biom:RecordingAssignedVoiceCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type that indicates if the voice recording sample was obtained from a known subject.","xs","token","xs:token","","",""
"biom","RecordingAssignedVoiceCategoryCodeType","biom:RecordingAssignedVoiceCategoryCodeType","CSC","",0,0,0,"","","","A data type that indicates if the voice recording sample was obtained from a known subject.","biom","RecordingAssignedVoiceCategoryCodeSimpleType","biom:RecordingAssignedVoiceCategoryCodeSimpleType","","",""
"biom","RecordingAwarenessCodeSimpleType","biom:RecordingAwarenessCodeSimpleType","S","atomic",0,0,0,"","","","A data type for recording awareness indicator.","xs","integer","xs:integer","","",""
"biom","RecordingAwarenessCodeType","biom:RecordingAwarenessCodeType","CSC","",0,0,0,"","","","A data type for recording awareness indicator.","biom","RecordingAwarenessCodeSimpleType","biom:RecordingAwarenessCodeSimpleType","","",""
"biom","RecordingContentDescriptorType","biom:RecordingContentDescriptorType","CCC","",0,0,0,"","","","A data type for a recording content descriptor","","","","","",""
"biom","RecordingDurationDetailType","biom:RecordingDurationDetailType","CCC","",0,0,0,"","","","A data type for a description of the duration of a recording, as expressed in time, size, and samplings.","","","","","",""
"biom","RecordingSettingDetailType","biom:RecordingSettingDetailType","CCC","",0,0,0,"","","","A data type for a description of the details surrounding the creation of a recording","","","","","",""
"biom","RecordingSourceCategoryCodeSimpleType","biom:RecordingSourceCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for the enumeration of codes describing the kind of site or agency that created a recording.","xs","token","xs:token","","",""
"biom","RecordingSourceCategoryCodeType","biom:RecordingSourceCategoryCodeType","CSC","",0,0,0,"","","","A data type for the representation of codes describing the kind of site or agency that created a recording","biom","RecordingSourceCategoryCodeSimpleType","biom:RecordingSourceCategoryCodeSimpleType","","",""
"biom","RelativeRotationMeasureSimpleType","biom:RelativeRotationMeasureSimpleType","S","atomic",0,0,0,"","","","A data type for an angle of direction between -179 and 180, with 0 being upright","xs","integer","xs:integer","","",""
"biom","RelativeRotationMeasureType","biom:RelativeRotationMeasureType","CSC","",0,0,0,"","","","A data type for an angle of direction between -179 and 180, with 0 being upright","biom","RelativeRotationMeasureSimpleType","biom:RelativeRotationMeasureSimpleType","","",""
"biom","ResolutionMeansCodeSimpleType","biom:ResolutionMeansCodeSimpleType","S","atomic",0,0,0,"","","","A data type for an information item for means of determining resolution.","xs","token","xs:token","","",""
"biom","ResolutionMeansCodeType","biom:ResolutionMeansCodeType","CSC","",0,0,0,"","","","A data type for an information item for means of determining resolution.","biom","ResolutionMeansCodeSimpleType","biom:ResolutionMeansCodeSimpleType","","",""
"biom","ResolutionMethodInformationType","biom:ResolutionMethodInformationType","CCC","",0,0,0,"","","","A data type for the optional field that states the method used for determining the pixel density of the image.","","","","","",""
"biom","ResolutionScaleUnitCodeSimpleType","biom:ResolutionScaleUnitCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a known scale units that indicates whether the known scales units are in inches or millimeters.","xs","token","xs:token","","",""
"biom","ResolutionScaleUnitCodeType","biom:ResolutionScaleUnitCodeType","CSC","",0,0,0,"","","","A data type for a known scale units that indicates whether the known scales units are in inches or millimeters.","biom","ResolutionScaleUnitCodeSimpleType","biom:ResolutionScaleUnitCodeSimpleType","","",""
"biom","RestorationDataGranularityCodeSimpleType","biom:RestorationDataGranularityCodeSimpleType","S","atomic",0,0,0,"","","","A data type for the level of restoration and surface information coded in Field 12.010: Tooth data detail / TDD.","xs","token","xs:token","","",""
"biom","RestorationDataGranularityCodeType","biom:RestorationDataGranularityCodeType","CSC","",0,0,0,"","","","A data type for the level of restoration and surface information coded in Field 12.010: Tooth data detail / TDD.","biom","RestorationDataGranularityCodeSimpleType","biom:RestorationDataGranularityCodeSimpleType","","",""
"biom","RidgeCountType","biom:RidgeCountType","CCC","",0,0,0,"","","","A data type for a ridge count between two minutiae (Obsolete)","","","","","",""
"biom","RulerScalePresenceInformationType","biom:RulerScalePresenceInformationType","CCC","",0,0,0,"","","","A data type for the optional field allows the user to state whether a ruler or other known scale is present in the image.","","","","","",""
"biom","RulerScaleUnitCodeSimpleType","biom:RulerScaleUnitCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a unit of measurement visible on the ruler or measurement scale.","xs","token","xs:token","","",""
"biom","RulerScaleUnitCodeType","biom:RulerScaleUnitCodeType","CSC","",0,0,0,"","","","A data type for a unit of measurement visible on the ruler or measurement scale.","biom","RulerScaleUnitCodeSimpleType","biom:RulerScaleUnitCodeSimpleType","","",""
"biom","ScaleUnitsCodeSimpleType","biom:ScaleUnitsCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a sampling frequency unit designator, pixels per inch, or pixels per centimeter","xs","integer","xs:integer","","",""
"biom","ScaleUnitsCodeType","biom:ScaleUnitsCodeType","CSC","",0,0,0,"","","","A data type for a sampling frequency unit designator, pixels per inch, or pixels per centimeter","biom","ScaleUnitsCodeSimpleType","biom:ScaleUnitsCodeSimpleType","","",""
"biom","ScanningResolutionCategoryCodeSimpleType","biom:ScanningResolutionCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for an indication of whether minimal (nominal) or native scanning resolution applies to a biometric image.","xs","token","xs:token","","",""
"biom","ScanningResolutionCategoryCodeType","biom:ScanningResolutionCategoryCodeType","CSC","",0,0,0,"","","","A data type for an indication of whether minimal (nominal) or native scanning resolution applies to a biometric image.","biom","ScanningResolutionCategoryCodeSimpleType","biom:ScanningResolutionCategoryCodeSimpleType","","",""
"biom","SegmentChannelInformationType","biom:SegmentChannelInformationType","CCC","",0,0,0,"","","","A data type for a description of the transducer and transmission channel used to capture a recording.","","","","","",""
"biom","SegmentContentInformationType","biom:SegmentContentInformationType","CCC","",0,0,0,"","","","A data type for an assessment of the content of the voice data within a list of identified time segments, including provision for semantic transcripts, phonetic transcriptions and translations of the segments.","","","","","",""
"biom","SegmentedImageType","biom:SegmentedImageType","CCC","",0,0,0,"","","","A data type for an image representation that contains image segments","","","","biom","ImageType","biom:ImageType"
"biom","SegmentGeographicalLocationType","biom:SegmentGeographicalLocationType","CCC","",0,0,0,"","","","A data type for a specific geographical location of the primary subject of a recording at the beginning of a recording segment.","","","","biom","GeographicSampleAcquisitionLocationType","biom:GeographicSampleAcquisitionLocationType"
"biom","SegmentIDListType","biom:SegmentIDListType","CCC","",0,0,0,"","","","A data type for a list of specific time segment identifiers.","","","","","",""
"biom","SegmentLocationCodeSimpleType","biom:SegmentLocationCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a finger segment location","xs","token","xs:token","","",""
"biom","SegmentLocationCodeType","biom:SegmentLocationCodeType","CSC","",0,0,0,"","","","A data type for a finger segment location","biom","SegmentLocationCodeSimpleType","biom:SegmentLocationCodeSimpleType","","",""
"biom","SegmentProcessingPriorityType","biom:SegmentProcessingPriorityType","CCC","",0,0,0,"","","","A data type for a list of identified segments, indicating the priority with which the segments should be processed.","","","","","",""
"biom","SegmentSpeakerCharacteristicsInformationType","biom:SegmentSpeakerCharacteristicsInformationType","CCC","",0,0,0,"","","","A data type used to give an assessment of the characteristics of a voice within the segment, including intelligibility, emotional state and impairment.","","","","","",""
"biom","SlapFingerPositionCodeSimpleType","biom:SlapFingerPositionCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a standard flat capture position","xs","token","xs:token","","",""
"biom","SlapFingerPositionCodeType","biom:SlapFingerPositionCodeType","CSC","",0,0,0,"","","","A data type for a standard flat capture position","biom","SlapFingerPositionCodeSimpleType","biom:SlapFingerPositionCodeSimpleType","","",""
"biom","SmallAngleMeasureSimpleType","biom:SmallAngleMeasureSimpleType","S","atomic",0,0,0,"","","","A data type for a measurement of an angle between 0 and 179 degrees","xs","nonNegativeInteger","xs:nonNegativeInteger","","",""
"biom","SmallAngleMeasureType","biom:SmallAngleMeasureType","CSC","",0,0,0,"","","","A data type for a measurement of an angle between 0 and 179 degrees","biom","SmallAngleMeasureSimpleType","biom:SmallAngleMeasureSimpleType","","",""
"biom","SmallLineLengthPixelQuantitySimpleType","biom:SmallLineLengthPixelQuantitySimpleType","S","atomic",0,0,0,"","","","A data type to define the number of pixels contained on a single line of a fixed resolution 500ppi image.","xs","integer","xs:integer","","",""
"biom","SmallLineLengthPixelQuantityType","biom:SmallLineLengthPixelQuantityType","CSC","",0,0,0,"","","","A data type to define the number of pixels contained on a single line of a fixed resolution 500ppi image.","biom","SmallLineLengthPixelQuantitySimpleType","biom:SmallLineLengthPixelQuantitySimpleType","","",""
"biom","SourceAcquisitionType","biom:SourceAcquisitionType","CCC","",0,0,0,"","","","A data type for an acquisition method for the source representation","","","","","",""
"biom","SourceFileFormatType","biom:SourceFileFormatType","CCC","",0,0,0,"","","","A data type for a description of a file holding a source representation, and decoding instructions","","","","","",""
"biom","SourceInformationType","biom:SourceInformationType","CCC","",0,0,0,"","","","A data type for a reference to a source representation","","","","","",""
"biom","SourceMediaDetailType","biom:SourceMediaDetailType","CCC","",0,0,0,"","","","A data type for the details of a biometric source media file","","","","biom","ImageType","biom:ImageType"
"biom","SourceRecordCardinalityCodeSimpleType","biom:SourceRecordCardinalityCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a cardinality of a source representation record relative to other records within the transaction","xs","token","xs:token","","",""
"biom","SourceRecordCardinalityCodeType","biom:SourceRecordCardinalityCodeType","CSC","",0,0,0,"","","","A data type for a cardinality of a source representation record relative to other records within the transaction","biom","SourceRecordCardinalityCodeSimpleType","biom:SourceRecordCardinalityCodeSimpleType","","",""
"biom","SpeakerListType","biom:SpeakerListType","CCC","",0,0,0,"","","","A data type for a list of speaker identifiers.","","","","","",""
"biom","SpeakerPluralityCodeSimpleType","biom:SpeakerPluralityCodeSimpleType","S","atomic",0,0,0,"","","","A data type that indicates plurality of speakers represented on voice recording.","xs","token","xs:token","","",""
"biom","SpeakerPluralityCodeType","biom:SpeakerPluralityCodeType","CSC","",0,0,0,"","","","A data type that indicates plurality of speakers represented on voice recording.","biom","SpeakerPluralityCodeSimpleType","biom:SpeakerPluralityCodeSimpleType","","",""
"biom","SpeechStyleCodeSimpleType","biom:SpeechStyleCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a description of style of speech.","xs","integer","xs:integer","","",""
"biom","SpeechStyleCodeType","biom:SpeechStyleCodeType","CSC","",0,0,0,"","","","A data type for a description of style of speech.","biom","SpeechStyleCodeSimpleType","biom:SpeechStyleCodeSimpleType","","",""
"biom","SubjectBodyClassCodeSimpleType","biom:SubjectBodyClassCodeSimpleType","S","atomic",0,0,0,"","","","A data type for classification of body tissue","xs","token","xs:token","","",""
"biom","SubjectBodyClassCodeType","biom:SubjectBodyClassCodeType","CSC","",0,0,0,"","","","A data type for classification of body tissue","biom","SubjectBodyClassCodeSimpleType","biom:SubjectBodyClassCodeSimpleType","","",""
"biom","SubjectBodyStatusCodeSimpleType","biom:SubjectBodyStatusCodeSimpleType","S","atomic",0,0,0,"","","","A data type for status of a human body","xs","token","xs:token","","",""
"biom","SubjectBodyStatusCodeType","biom:SubjectBodyStatusCodeType","CSC","",0,0,0,"","","","A data type for status of a human body","biom","SubjectBodyStatusCodeSimpleType","biom:SubjectBodyStatusCodeSimpleType","","",""
"biom","SubjectDNARecordsAvailableCodeSimpleType","biom:SubjectDNARecordsAvailableCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a single letter for DNA records are available for the subject or not","xs","token","xs:token","","",""
"biom","SubjectDNARecordsAvailableCodeType","biom:SubjectDNARecordsAvailableCodeType","CSC","",0,0,0,"","","","A data type for a single letter for DNA records are available for the subject or not","biom","SubjectDNARecordsAvailableCodeSimpleType","biom:SubjectDNARecordsAvailableCodeSimpleType","","",""
"biom","SubjectExistentialDetailsType","biom:SubjectExistentialDetailsType","CCC","",0,0,0,"","","","A data type for an optional field that is particularly useful if the image contained in this record is of an injury or latent image on a person. However, its use is not limited to such circumstances. Note that Field 10.041: SMT size or size of injur","","","","","",""
