"TypeNamespacePrefix","TypeName","QualifiedType","PropertyNamespacePrefix","PropertyName","QualifiedProperty","MinOccurs","MaxOccurs","Definition","SequenceNumber"
"it","DeclarationType","it:DeclarationType","it","DeclarationAugmentationPoint","it:DeclarationAugmentationPoint","0","unbounded","",9999
"it","DeconsolidatorType","it:DeconsolidatorType","it","DeconsolidatorIdentification","it:DeconsolidatorIdentification","0","unbounded","",153
"it","DeconsolidatorType","it:DeconsolidatorType","it","DeconsolidatorIDCategory","it:DeconsolidatorIDCategory","0","unbounded","",154
"it","DeconsolidatorType","it:DeconsolidatorType","it","RoleOfParty","it:RoleOfParty","0","unbounded","",155
"it","DeconsolidatorType","it:DeconsolidatorType","it","DeconsolidatorAugmentationPoint","it:DeconsolidatorAugmentationPoint","0","unbounded","",9999
"nc","Degree180PlusMinusType","nc:Degree180PlusMinusType","nc","sigmaErrorValue","nc:sigmaErrorValue","0","1","",1
"nc","Degree360Type","nc:Degree360Type","nc","sigmaErrorValue","nc:sigmaErrorValue","0","1","",10
"nc","Degree90PlusMinusType","nc:Degree90PlusMinusType","nc","sigmaErrorValue","nc:sigmaErrorValue","0","1","",1
"biom","DentalEncodingSystemInformationType","biom:DentalEncodingSystemInformationType","biom","SystemNameCode","biom:SystemNameCode","0","unbounded","",1
"biom","DentalEncodingSystemInformationType","biom:DentalEncodingSystemInformationType","biom","SystemVersionText","biom:SystemVersionText","0","unbounded","",2
"biom","DentalEncodingSystemInformationType","biom:DentalEncodingSystemInformationType","biom","ToothPermanenceCategoryCode","biom:ToothPermanenceCategoryCode","0","unbounded","",3
"biom","DentalEncodingSystemInformationType","biom:DentalEncodingSystemInformationType","biom","RestorationDataGranularityCode","biom:RestorationDataGranularityCode","0","unbounded","",4
"biom","DentalEncodingSystemInformationType","biom:DentalEncodingSystemInformationType","biom","MorphologyPositionalNumberingCode","biom:MorphologyPositionalNumberingCode","0","unbounded","",5
"biom","DentalEncodingSystemInformationType","biom:DentalEncodingSystemInformationType","biom","DentalEncodingSystemInformationAugmentationPoint","biom:DentalEncodingSystemInformationAugmentationPoint","0","unbounded","",9999
"biom","DentalHistoryDataInformationType","biom:DentalHistoryDataInformationType","biom","DentalHistoryADAReferenceCodeText","biom:DentalHistoryADAReferenceCodeText","0","unbounded","",1
"biom","DentalHistoryDataInformationType","biom:DentalHistoryDataInformationType","biom","DentalHistoryAdditionalDescriptiveText","biom:DentalHistoryAdditionalDescriptiveText","0","unbounded","",2
"biom","DentalHistoryDataInformationType","biom:DentalHistoryDataInformationType","biom","DentalHistoryDataInformationAugmentationPoint","biom:DentalHistoryDataInformationAugmentationPoint","0","unbounded","",9999
"biom","DentalRadiographImageInformationType","biom:DentalRadiographImageInformationType","biom","RadiographSizeText","biom:RadiographSizeText","0","unbounded","",1
"biom","DentalRadiographImageInformationType","biom:DentalRadiographImageInformationType","biom","RadiographImageSeriesCodeText","biom:RadiographImageSeriesCodeText","0","unbounded","",2
"biom","DentalRadiographImageInformationType","biom:DentalRadiographImageInformationType","biom","RadiographImageSeriesText","biom:RadiographImageSeriesText","0","unbounded","",3
"biom","DentalRadiographImageInformationType","biom:DentalRadiographImageInformationType","biom","RadiographImageInformationText","biom:RadiographImageInformationText","0","unbounded","",4
"biom","DentalRadiographImageInformationType","biom:DentalRadiographImageInformationType","biom","DentalRadiographImageInformationAugmentationPoint","biom:DentalRadiographImageInformationAugmentationPoint","0","unbounded","",9999
"biom","DentalStudyToothImprintInformationType","biom:DentalStudyToothImprintInformationType","biom","DentalStudyRecordingDate","biom:DentalStudyRecordingDate","0","unbounded","",1
"biom","DentalStudyToothImprintInformationType","biom:DentalStudyToothImprintInformationType","biom","DentalStudyRecordingDateEstimateRangeDuration","biom:DentalStudyRecordingDateEstimateRangeDuration","0","unbounded","",2
"biom","DentalStudyToothImprintInformationType","biom:DentalStudyToothImprintInformationType","biom","DentalStudyReferenceCode","biom:DentalStudyReferenceCode","0","unbounded","",3
"biom","DentalStudyToothImprintInformationType","biom:DentalStudyToothImprintInformationType","biom","DentalStudyAdditionalDescriptiveText","biom:DentalStudyAdditionalDescriptiveText","0","unbounded","",4
"biom","DentalStudyToothImprintInformationType","biom:DentalStudyToothImprintInformationType","biom","DentalStudyToothImprintInformationAugmentationPoint","biom:DentalStudyToothImprintInformationAugmentationPoint","0","unbounded","",9999
"biom","DentalSubjectInformationType","biom:DentalSubjectInformationType","biom","SubjectExistentialStatusCode","biom:SubjectExistentialStatusCode","0","unbounded","",1
"biom","DentalSubjectInformationType","biom:DentalSubjectInformationType","biom","SubjectLastContactDate","biom:SubjectLastContactDate","0","unbounded","",2
"biom","DentalSubjectInformationType","biom:DentalSubjectInformationType","biom","SubjectLastContactDateEstimateRangeDuration","biom:SubjectLastContactDateEstimateRangeDuration","0","unbounded","",3
"biom","DentalSubjectInformationType","biom:DentalSubjectInformationType","nc","PersonBirthDate","nc:PersonBirthDate","0","unbounded","",4
"biom","DentalSubjectInformationType","biom:DentalSubjectInformationType","biom","SubjectBirthDateEstimateRangeDuration","biom:SubjectBirthDateEstimateRangeDuration","0","unbounded","",5
"biom","DentalSubjectInformationType","biom:DentalSubjectInformationType","nc","PersonEthnicityText","nc:PersonEthnicityText","0","unbounded","",6
"biom","DentalSubjectInformationType","biom:DentalSubjectInformationType","biom","SubjectDNARecordsAvailableCode","biom:SubjectDNARecordsAvailableCode","0","unbounded","",7
"biom","DentalSubjectInformationType","biom:DentalSubjectInformationType","biom","SubjectCollectionLocationDescriptionText","biom:SubjectCollectionLocationDescriptionText","0","unbounded","",8
"biom","DentalSubjectInformationType","biom:DentalSubjectInformationType","biom","SubjectEstimatedDeathDate","biom:SubjectEstimatedDeathDate","0","unbounded","",9
"biom","DentalSubjectInformationType","biom:DentalSubjectInformationType","biom","SubjectDeathDateRangeDuration","biom:SubjectDeathDateRangeDuration","0","unbounded","",10
"biom","DentalSubjectInformationType","biom:DentalSubjectInformationType","biom","SubjectDeathTimeEstimateRationaleText","biom:SubjectDeathTimeEstimateRationaleText","0","unbounded","",11
"biom","DentalSubjectInformationType","biom:DentalSubjectInformationType","biom","SubjectDeathAgeEstimateText","biom:SubjectDeathAgeEstimateText","0","unbounded","",12
"biom","DentalSubjectInformationType","biom:DentalSubjectInformationType","biom","DentalSubjectInformationAugmentationPoint","biom:DentalSubjectInformationAugmentationPoint","0","unbounded","",9999
"biom","DentalVisualImageDataInformationType","biom:DentalVisualImageDataInformationType","biom","DentalVisualImageCode","biom:DentalVisualImageCode","0","unbounded","",1
"biom","DentalVisualImageDataInformationType","biom:DentalVisualImageDataInformationType","biom","DentalVisualImageDescriptiveText","biom:DentalVisualImageDescriptiveText","0","unbounded","",2
"biom","DentalVisualImageDataInformationType","biom:DentalVisualImageDataInformationType","biom","DentalVisualImageComparisonDescriptiveText","biom:DentalVisualImageComparisonDescriptiveText","0","unbounded","",3
"biom","DentalVisualImageDataInformationType","biom:DentalVisualImageDataInformationType","biom","DentalVisualImageDataInformationAugmentationPoint","biom:DentalVisualImageDataInformationAugmentationPoint","0","unbounded","",9999
"scr","DepartureClassificationType","scr:DepartureClassificationType","scr","DepartureCategoryDescriptionText","scr:DepartureCategoryDescriptionText","0","unbounded",,1140
"scr","DepartureClassificationType","scr:DepartureClassificationType","scr","DepartureCategoryAbstract","scr:DepartureCategoryAbstract","0","unbounded","",1150
"scr","DepartureClassificationType","scr:DepartureClassificationType","scr","DepartureClassificationAugmentationPoint","scr:DepartureClassificationAugmentationPoint","0","unbounded","",9999
"nc","DepartureType","nc:DepartureType","nc","DepartureEstimatedDate","nc:DepartureEstimatedDate","0","unbounded","",10
"nc","DepartureType","nc:DepartureType","nc","DepartureDate","nc:DepartureDate","0","unbounded","",10
"nc","DepartureType","nc:DepartureType","nc","DepartureLocation","nc:DepartureLocation","0","unbounded","",10
"it","DepartureType","it:DepartureType","it","DepartureLocation","it:DepartureLocation","0","unbounded","",156
"it","DepartureType","it:DepartureType","it","EstimatedDepartureDate","it:EstimatedDepartureDate","0","unbounded","",158
"it","DepartureType","it:DepartureType","it","ActualDepartureDate","it:ActualDepartureDate","0","unbounded","",159
"it","DepartureType","it:DepartureType","it","NotifyParty","it:NotifyParty","0","unbounded","",160
"it","DepartureType","it:DepartureType","it","DepartureAugmentationPoint","it:DepartureAugmentationPoint","0","unbounded","",9999
"nc","DepartureType","nc:DepartureType","nc","DepartureAugmentationPoint","nc:DepartureAugmentationPoint","0","unbounded","",9999
"hs","DependencyPetitionType","hs:DependencyPetitionType","hs","HistoryDetailsText","hs:HistoryDetailsText","0","unbounded","",1
"hs","DependencyPetitionType","hs:DependencyPetitionType","hs","PetitionReasonText","hs:PetitionReasonText","0","unbounded","",2
"hs","DependencyPetitionType","hs:DependencyPetitionType","hs","ActionRequestedAbstract","hs:ActionRequestedAbstract","0","unbounded","",3
"hs","DependencyPetitionType","hs:DependencyPetitionType","hs","CaseInitiationReasonAbstract","hs:CaseInitiationReasonAbstract","0","unbounded","",4
"hs","DependencyPetitionType","hs:DependencyPetitionType","hs","PetitionCategoryAbstract","hs:PetitionCategoryAbstract","0","unbounded","",5
"hs","DependencyPetitionType","hs:DependencyPetitionType","hs","SubmittedDateTime","hs:SubmittedDateTime","0","unbounded","",6
"hs","DependencyPetitionType","hs:DependencyPetitionType","hs","DependencyPetitionAugmentationPoint","hs:DependencyPetitionAugmentationPoint","0","unbounded","",9999
"em","DeploymentInformationType","em:DeploymentInformationType","em","DeploymentStatusCode","em:DeploymentStatusCode","0","unbounded","",1
"em","DeploymentInformationType","em:DeploymentInformationType","em","AvailabilityStatusCode","em:AvailabilityStatusCode","0","unbounded","",2
"em","DeploymentInformationType","em:DeploymentInformationType","em","ProhibitiveDeploymentCondition","em:ProhibitiveDeploymentCondition","0","unbounded","",3
"em","DeploymentInformationType","em:DeploymentInformationType","em","DeploymentDescriptionText","em:DeploymentDescriptionText","0","unbounded","",4
"em","DeploymentInformationType","em:DeploymentInformationType","em","DeploymentOrderDescriptionText","em:DeploymentOrderDescriptionText","0","unbounded","",5
"em","DeploymentInformationType","em:DeploymentInformationType","em","DeploymentOrderFormBinary","em:DeploymentOrderFormBinary","0","unbounded","",6
"em","DeploymentInformationType","em:DeploymentInformationType","em","DeploymentAcceptedByText","em:DeploymentAcceptedByText","0","unbounded","",7
"em","DeploymentInformationType","em:DeploymentInformationType","em","DeploymentAcceptedByDate","em:DeploymentAcceptedByDate","0","unbounded","",8
"em","DeploymentInformationType","em:DeploymentInformationType","em","DeploymentRequestedByText","em:DeploymentRequestedByText","0","unbounded","",9
"em","DeploymentInformationType","em:DeploymentInformationType","em","DeploymentRequestedByDate","em:DeploymentRequestedByDate","0","unbounded","",10
"em","DeploymentInformationType","em:DeploymentInformationType","em","ReportToLocation","em:ReportToLocation","0","unbounded","",11
"em","DeploymentInformationType","em:DeploymentInformationType","em","ArrivalDateTime","em:ArrivalDateTime","0","unbounded","",12
"em","DeploymentInformationType","em:DeploymentInformationType","it","EstimatedArrivalDate","it:EstimatedArrivalDate","0","unbounded","",13
"em","DeploymentInformationType","em:DeploymentInformationType","em","DeploymentInformationAugmentationPoint","em:DeploymentInformationAugmentationPoint","0","unbounded","",9999
"em","DeploymentSummaryType","em:DeploymentSummaryType","nc","ActivityIdentification","nc:ActivityIdentification","0","1","",1
"em","DeploymentSummaryType","em:DeploymentSummaryType","nc","ActivityName","nc:ActivityName","0","unbounded","",2
"em","DeploymentSummaryType","em:DeploymentSummaryType","em","DeploymentStartDate","em:DeploymentStartDate","0","1","",3
"em","DeploymentSummaryType","em:DeploymentSummaryType","em","DeploymentEndDate","em:DeploymentEndDate","0","1","",4
"em","DeploymentSummaryType","em:DeploymentSummaryType","em","DeploymentDaysNumeric","em:DeploymentDaysNumeric","0","1","",5
"em","DeploymentSummaryType","em:DeploymentSummaryType","em","DeploymentSummaryAugmentationPoint","em:DeploymentSummaryAugmentationPoint","0","unbounded","",9999
"j","DeporteeDeportationSupervisingAgencyAssociationType","j:DeporteeDeportationSupervisingAgencyAssociationType","j","Deportee","j:Deportee","0","unbounded","",10
"j","DeporteeDeportationSupervisingAgencyAssociationType","j:DeporteeDeportationSupervisingAgencyAssociationType","nc","Organization","nc:Organization","0","unbounded","",10
"j","DeporteeDeportationSupervisingAgencyAssociationType","j:DeporteeDeportationSupervisingAgencyAssociationType","j","DeporteeDeportationSupervisingAgencyAssociationAugmentationPoint","j:DeporteeDeportationSupervisingAgencyAssociationAugmentationPoint","0","unbounded","",9999
"j","DeporteeDestinationLocationAssociationType","j:DeporteeDestinationLocationAssociationType","nc","Location","nc:Location","0","unbounded","",10
"j","DeporteeDestinationLocationAssociationType","j:DeporteeDestinationLocationAssociationType","j","Deportee","j:Deportee","0","unbounded","",10
"j","DeporteeDestinationLocationAssociationType","j:DeporteeDestinationLocationAssociationType","j","DeporteeDestinationLocationAssociationAugmentationPoint","j:DeporteeDestinationLocationAssociationAugmentationPoint","0","unbounded","",9999
"j","DeporteeOffenseAssociationType","j:DeporteeOffenseAssociationType","j","Deportee","j:Deportee","0","unbounded","",10
"j","DeporteeOffenseAssociationType","j:DeporteeOffenseAssociationType","j","Offense","j:Offense","0","unbounded","",20
"j","DeporteeOffenseAssociationType","j:DeporteeOffenseAssociationType","j","DeporteeOffenseAssociationAugmentationPoint","j:DeporteeOffenseAssociationAugmentationPoint","0","unbounded","",9999
"j","DeporteeType","j:DeporteeType","nc","RoleOfPerson","nc:RoleOfPerson","0","unbounded","",10
"j","DeporteeType","j:DeporteeType","im","ActualDeportationDate","im:ActualDeportationDate","0","unbounded","",20
"j","DeporteeType","j:DeporteeType","j","DeporteeAugmentationPoint","j:DeporteeAugmentationPoint","0","unbounded","",9999
"cbrn","DerivedDataType","cbrn:DerivedDataType","cbrn","MeasurementClassCode","cbrn:MeasurementClassCode","1","1","",1
"cbrn","DerivedDataType","cbrn:DerivedDataType","cbrn","StartDateTime","cbrn:StartDateTime","1","1","",2
"cbrn","DerivedDataType","cbrn:DerivedDataType","cbrn","RealTimeDuration","cbrn:RealTimeDuration","1","1","",3
"cbrn","DerivedDataType","cbrn:DerivedDataType","cbrn","Spectrum","cbrn:Spectrum","0","unbounded","",4
"cbrn","DerivedDataType","cbrn:DerivedDataType","cbrn","GrossCounts","cbrn:GrossCounts","0","unbounded","",5
"cbrn","DerivedDataType","cbrn:DerivedDataType","cbrn","DoseRate","cbrn:DoseRate","0","unbounded","",6
"cbrn","DerivedDataType","cbrn:DerivedDataType","cbrn","TotalDoseNumeric","cbrn:TotalDoseNumeric","0","unbounded","",7
"cbrn","DerivedDataType","cbrn:DerivedDataType","cbrn","ExposureRate","cbrn:ExposureRate","0","unbounded","",8
"cbrn","DerivedDataType","cbrn:DerivedDataType","cbrn","TotalExposureNumeric","cbrn:TotalExposureNumeric","0","unbounded","",9
"cbrn","DerivedDataType","cbrn:DerivedDataType","cbrn","DerivedDataAugmentationPoint","cbrn:DerivedDataAugmentationPoint","0","unbounded","",9999
"j","DestabilizingFactorType","j:DestabilizingFactorType","j","DestabilizingFactorOtherFactorDetailsText","j:DestabilizingFactorOtherFactorDetailsText","0","unbounded","",10
"j","DestabilizingFactorType","j:DestabilizingFactorType","j","DestabilizingFactorComment","j:DestabilizingFactorComment","0","unbounded","",10
"j","DestabilizingFactorType","j:DestabilizingFactorType","j","DestabilizingFactorCategoryAbstract","j:DestabilizingFactorCategoryAbstract","0","unbounded","",10
"j","DestabilizingFactorType","j:DestabilizingFactorType","j","DestabilizingFactorAugmentationPoint","j:DestabilizingFactorAugmentationPoint","0","unbounded","",9999
"cbrn","DetectionEventDataType","cbrn:DetectionEventDataType","cbrn","DetectionEventID","cbrn:DetectionEventID","0","1","",1
"cbrn","DetectionEventDataType","cbrn:DetectionEventDataType","cbrn","DetectionEventOnsetDateTime","cbrn:DetectionEventOnsetDateTime","1","1","",2
"cbrn","DetectionEventDataType","cbrn:DetectionEventDataType","cbrn","DetectionEventLocationText","cbrn:DetectionEventLocationText","1","1","",3
"cbrn","DetectionEventDataType","cbrn:DetectionEventDataType","cbrn","DetectionEventSiteID","cbrn:DetectionEventSiteID","0","1","",4
"cbrn","DetectionEventDataType","cbrn:DetectionEventDataType","cbrn","DetectionEventInstrumentDataAbstract","cbrn:DetectionEventInstrumentDataAbstract","0","unbounded","",5
"cbrn","DetectionEventDataType","cbrn:DetectionEventDataType","cbrn","DetectionEventUserEntryData","cbrn:DetectionEventUserEntryData","0","unbounded","",6
"cbrn","DetectionEventDataType","cbrn:DetectionEventDataType","cbrn","DataFileChoiceAbstract","cbrn:DataFileChoiceAbstract","0","unbounded","",7
"cbrn","DetectionEventDataType","cbrn:DetectionEventDataType","cbrn","DetectionEventDataAugmentationPoint","cbrn:DetectionEventDataAugmentationPoint","0","unbounded","",9999
"cbrn","DetectionEventUserEntryDataType","cbrn:DetectionEventUserEntryDataType","cbrn","EncounterDeviceOperatorComments","cbrn:EncounterDeviceOperatorComments","0","unbounded","",1
"cbrn","DetectionEventUserEntryDataType","cbrn:DetectionEventUserEntryDataType","cbrn","DetectionEventUUID","cbrn:DetectionEventUUID","0","unbounded","",2
"cbrn","DetectionEventUserEntryDataType","cbrn:DetectionEventUserEntryDataType","cbrn","EncounterDeviceOperatorText","cbrn:EncounterDeviceOperatorText","0","unbounded","",3
"cbrn","DetectionEventUserEntryDataType","cbrn:DetectionEventUserEntryDataType","nc","SystemUserNameAbstract","nc:SystemUserNameAbstract","0","unbounded","",4
"cbrn","DetectionEventUserEntryDataType","cbrn:DetectionEventUserEntryDataType","cbrn","MeasuredItemDescriptionText","cbrn:MeasuredItemDescriptionText","0","unbounded","",5
"cbrn","DetectionEventUserEntryDataType","cbrn:DetectionEventUserEntryDataType","cbrn","Shielding","cbrn:Shielding","0","unbounded","",6
"cbrn","DetectionEventUserEntryDataType","cbrn:DetectionEventUserEntryDataType","cbrn","DetectionEventUserEntryDataAugmentationPoint","cbrn:DetectionEventUserEntryDataAugmentationPoint","0","unbounded","",9999
"im","DetentionDetainerLiftType","im:DetentionDetainerLiftType","im","DetentionDetainerLiftCode","im:DetentionDetainerLiftCode","0","unbounded",,1240
"im","DetentionDetainerLiftType","im:DetentionDetainerLiftType","im","DetentionDetainerLiftDescriptionText","im:DetentionDetainerLiftDescriptionText","0","unbounded",,1250
"im","DetentionDetainerLiftType","im:DetentionDetainerLiftType","im","DetentionDetainerLiftAugmentationPoint","im:DetentionDetainerLiftAugmentationPoint","0","unbounded","",9999
"im","DetentionReleaseReasonType","im:DetentionReleaseReasonType","im","ReleaseReasonCode","im:ReleaseReasonCode","0","unbounded",,1260
"im","DetentionReleaseReasonType","im:DetentionReleaseReasonType","im","ReleaseReasonDescriptionText","im:ReleaseReasonDescriptionText","0","unbounded",,1270
"im","DetentionReleaseReasonType","im:DetentionReleaseReasonType","im","DetentionReleaseReasonAugmentationPoint","im:DetentionReleaseReasonAugmentationPoint","0","unbounded","",9999
"j","DevelopmentalDisabilityType","j:DevelopmentalDisabilityType","j","DevelopmentDisabilityCategoryAbstract","j:DevelopmentDisabilityCategoryAbstract","0","unbounded","",10
"j","DevelopmentalDisabilityType","j:DevelopmentalDisabilityType","j","DevelopmentDisabilityFunctionalLevelAbstract","j:DevelopmentDisabilityFunctionalLevelAbstract","0","unbounded","",10
"j","DevelopmentalDisabilityType","j:DevelopmentalDisabilityType","j","DevelopmentalDisabilityYouthIndicator","j:DevelopmentalDisabilityYouthIndicator","0","unbounded","",10
"j","DevelopmentalDisabilityType","j:DevelopmentalDisabilityType","j","DevelopmentDisabilityIdentifiedDate","j:DevelopmentDisabilityIdentifiedDate","0","unbounded","",10
"j","DevelopmentalDisabilityType","j:DevelopmentalDisabilityType","j","DevelopmentDisabilityDocumentOfRecord","j:DevelopmentDisabilityDocumentOfRecord","0","unbounded","",10
"j","DevelopmentalDisabilityType","j:DevelopmentalDisabilityType","j","DevelopmentDisabilityDetailsText","j:DevelopmentDisabilityDetailsText","0","unbounded","",10
"j","DevelopmentalDisabilityType","j:DevelopmentalDisabilityType","j","DevelopmentalDisabilityAugmentationPoint","j:DevelopmentalDisabilityAugmentationPoint","0","unbounded","",9999
"mo","DeviceAugmentationType","mo:DeviceAugmentationType","mo","OPEXCode","mo:OPEXCode","0","unbounded","",10
"mo","DeviceAugmentationType","mo:DeviceAugmentationType","mo","DeviceUUID","mo:DeviceUUID","0","unbounded","",10
"mo","DeviceAugmentationType","mo:DeviceAugmentationType","mo","DeviceSubCategoryText","mo:DeviceSubCategoryText","0","unbounded","",20
"mo","DeviceAugmentationType","mo:DeviceAugmentationType","mo","DeviceLocatedMilitaryInstallationName","mo:DeviceLocatedMilitaryInstallationName","0","unbounded","",20
"mo","DeviceAugmentationType","mo:DeviceAugmentationType","mo","DeviceHardwareVersionID","mo:DeviceHardwareVersionID","0","unbounded","",30
"mo","DeviceAugmentationType","mo:DeviceAugmentationType","mo","DeviceLocatedSectorName","mo:DeviceLocatedSectorName","0","unbounded","",30
"mo","DeviceAugmentationType","mo:DeviceAugmentationType","mo","DeviceConfiguration","mo:DeviceConfiguration","0","unbounded","",40
"mo","DeviceAugmentationType","mo:DeviceAugmentationType","nc","SoftwareName","nc:SoftwareName","0","unbounded","",40
"mo","DeviceAugmentationType","mo:DeviceAugmentationType","mo","DevicePresetConfiguration","mo:DevicePresetConfiguration","0","unbounded","",50
"scr","DeviceBasedEncounterAssociationType","scr:DeviceBasedEncounterAssociationType","nc","PersonEncounter","nc:PersonEncounter","0","unbounded","",1870
"scr","DeviceBasedEncounterAssociationType","scr:DeviceBasedEncounterAssociationType","nc","Person","nc:Person","0","unbounded","",1880
"scr","DeviceBasedEncounterAssociationType","scr:DeviceBasedEncounterAssociationType","scr","Device","scr:Device","0","unbounded","",1890
"scr","DeviceBasedEncounterAssociationType","scr:DeviceBasedEncounterAssociationType","scr","DeviceBasedEncounterAssociationAugmentationPoint","scr:DeviceBasedEncounterAssociationAugmentationPoint","0","unbounded","",9999
"mo","DeviceConfigurationType","mo:DeviceConfigurationType","mo","Device","mo:Device","0","unbounded","",10
"mo","DeviceConfigurationType","mo:DeviceConfigurationType","mo","DeviceConfigurationSetting","mo:DeviceConfigurationSetting","0","unbounded","",20
"mo","DeviceConfigurationType","mo:DeviceConfigurationType","mo","DeviceConfigurationAugmentationPoint","mo:DeviceConfigurationAugmentationPoint","0","unbounded","",9999
"cbrn","DeviceIdentificationType","cbrn:DeviceIdentificationType","cbrn","EncounterDeviceCategoryLevelCode","cbrn:EncounterDeviceCategoryLevelCode","0","unbounded","",1
"cbrn","DeviceIdentificationType","cbrn:DeviceIdentificationType","cbrn","EncounterDeviceCategoryCodeText","cbrn:EncounterDeviceCategoryCodeText","0","unbounded","",2
"cbrn","DeviceIdentificationType","cbrn:DeviceIdentificationType","cbrn","EncounterDeviceID","cbrn:EncounterDeviceID","0","unbounded","",3
"cbrn","DeviceIdentificationType","cbrn:DeviceIdentificationType","nc","ItemMakeName","nc:ItemMakeName","0","unbounded","",4
"cbrn","DeviceIdentificationType","cbrn:DeviceIdentificationType","nc","ItemModelName","nc:ItemModelName","0","unbounded","",5
"cbrn","DeviceIdentificationType","cbrn:DeviceIdentificationType","cbrn","EncounterDeviceVersionText","cbrn:EncounterDeviceVersionText","0","unbounded","",6
"cbrn","DeviceIdentificationType","cbrn:DeviceIdentificationType","cbrn","DeviceInfoDateTime","cbrn:DeviceInfoDateTime","0","unbounded","",7
"cbrn","DeviceIdentificationType","cbrn:DeviceIdentificationType","cbrn","ParentDeviceCategoryCodeText","cbrn:ParentDeviceCategoryCodeText","0","unbounded","",8
"cbrn","DeviceIdentificationType","cbrn:DeviceIdentificationType","cbrn","ParentDeviceID","cbrn:ParentDeviceID","0","unbounded","",9
"cbrn","DeviceIdentificationType","cbrn:DeviceIdentificationType","cbrn","DeviceIdentificationAugmentationPoint","cbrn:DeviceIdentificationAugmentationPoint","0","unbounded","",9999
"nc","DeviceInformationAssociationType","nc:DeviceInformationAssociationType","nc","TelecommunicationDevice","nc:TelecommunicationDevice","0","unbounded","",10
"nc","DeviceInformationAssociationType","nc:DeviceInformationAssociationType","nc","DeviceUser","nc:DeviceUser","0","unbounded","",30
"nc","DeviceInformationAssociationType","nc:DeviceInformationAssociationType","nc","DeviceReceivedInformationAbstract","nc:DeviceReceivedInformationAbstract","0","unbounded","",40
"nc","DeviceInformationAssociationType","nc:DeviceInformationAssociationType","nc","DeviceSentInformationAbstract","nc:DeviceSentInformationAbstract","0","unbounded","",50
"nc","DeviceInformationAssociationType","nc:DeviceInformationAssociationType","nc","DeviceStoredInformationAbstract","nc:DeviceStoredInformationAbstract","0","unbounded","",60
"nc","DeviceInformationAssociationType","nc:DeviceInformationAssociationType","nc","DeviceVisitedInformationAbstract","nc:DeviceVisitedInformationAbstract","0","unbounded","",70
"nc","DeviceInformationAssociationType","nc:DeviceInformationAssociationType","nc","Activity","nc:Activity","0","unbounded","",100
"nc","DeviceInformationAssociationType","nc:DeviceInformationAssociationType","nc","DeviceInformationAssociationAugmentationPoint","nc:DeviceInformationAssociationAugmentationPoint","0","unbounded","",9999
"biom","DeviceType","biom:DeviceType","biom","DeviceID","biom:DeviceID","0","unbounded","",1
"biom","DeviceType","biom:DeviceType","biom","DeviceName","biom:DeviceName","0","unbounded","",2
"biom","DeviceType","biom:DeviceType","biom","DeviceCategoryText","biom:DeviceCategoryText","0","unbounded","",3
"biom","DeviceType","biom:DeviceType","biom","DeviceManufacturerText","biom:DeviceManufacturerText","0","unbounded","",4
"biom","DeviceType","biom:DeviceType","biom","DeviceDescriptionText","biom:DeviceDescriptionText","0","unbounded","",5
"biom","DeviceType","biom:DeviceType","biom","DeviceMakeText","biom:DeviceMakeText","0","unbounded","",6
"biom","DeviceType","biom:DeviceType","biom","DeviceModelText","biom:DeviceModelText","0","unbounded","",7
"biom","DeviceType","biom:DeviceType","biom","DeviceSerialNumberText","biom:DeviceSerialNumberText","0","unbounded","",8
"biom","DeviceType","biom:DeviceType","biom","DeviceVersionText","biom:DeviceVersionText","0","unbounded","",9
"biom","DeviceType","biom:DeviceType","biom","DeviceFirmwareVersionText","biom:DeviceFirmwareVersionText","0","unbounded","",10
"nc","DeviceType","nc:DeviceType","nc","DeviceIMEIIdentification","nc:DeviceIMEIIdentification","0","unbounded","",10
"nc","DeviceType","nc:DeviceType","nc","DeviceESNIdentification","nc:DeviceESNIdentification","0","unbounded","",10
"nc","DeviceType","nc:DeviceType","nc","DeviceCategoryAbstract","nc:DeviceCategoryAbstract","0","unbounded","",10
"nc","DeviceType","nc:DeviceType","nc","DeviceElectronicAddress","nc:DeviceElectronicAddress","0","unbounded","",20
"nc","DeviceType","nc:DeviceType","nc","DeviceStoredContactInformation","nc:DeviceStoredContactInformation","0","unbounded","",30
"nc","DeviceType","nc:DeviceType","nc","DeviceAugmentationPoint","nc:DeviceAugmentationPoint","0","unbounded","",9999
"biom","DeviceType","biom:DeviceType","biom","DeviceAugmentationPoint","biom:DeviceAugmentationPoint","0","unbounded","",9999
"biom","DiaryDetailListType","biom:DiaryDetailListType","biom","DiarizationDetail","biom:DiarizationDetail","0","unbounded","",1
"biom","DiaryDetailListType","biom:DiaryDetailListType","biom","DiaryDetailListAugmentationPoint","biom:DiaryDetailListAugmentationPoint","0","unbounded","",9999
"biom","DiaryDetailType","biom:DiaryDetailType","biom","SegmentID","biom:SegmentID","0","unbounded","",1
"biom","DiaryDetailType","biom:DiaryDetailType","biom","TimeSegment","biom:TimeSegment","0","unbounded","",2
"biom","DiaryDetailType","biom:DiaryDetailType","biom","TimeSegmentTrackList","biom:TimeSegmentTrackList","0","unbounded","",3
"biom","DiaryDetailType","biom:DiaryDetailType","biom","TimeSegmentCommentText","biom:TimeSegmentCommentText","0","unbounded","",4
